Position Date;Issue Date;Interest Date;Maturity Date;Rate;Counterparty;Principal Amount_position;No.;TYPE;Principal Amount_activity;Term Type Days;Investment Tenure Days;Term Type Year;Term Type Month;Investment Tenure Year;Investment Tenure Month;Principal Amount_position_modified;Market Rate
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;81255.51717;150342;TERM;61293.0;366 days;24 days;1;12;0;0;61293.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;134623.8195;150343;TERM;101550.0;366 days;24 days;1;12;0;0;101550.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;22158.245505;150344;TERM;16714.5;366 days;24 days;1;12;0;0;16714.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;22158.245505;150345;TERM;16714.5;366 days;24 days;1;12;0;0;16714.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;25489.04163;150346;TERM;19227.0;366 days;24 days;1;12;0;0;19227.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;99426.75;150347;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;49713.375;150348;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;623789.509755;150349;TERM;470539.5;366 days;24 days;1;12;0;0;470539.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;L;29828025.0;326236;TERM;22500000.0;366 days;24 days;1;12;0;0;22500000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;P;59656.05;326248;TERM;45000.0;366 days;24 days;1;12;0;0;45000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;P;69644.461305;326250;TERM;52534.5;366 days;24 days;1;12;0;0;52534.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;P;69644.461305;326251;TERM;52534.5;366 days;24 days;1;12;0;0;52534.5;1.97
2020-01-31;2020-01-08;2020-01-07;2021-01-07;2.4;Q;465317.19000000006;326257;TERM;351000.0;365 days;23 days;0;11;0;0;351000.0;1.890625
2020-01-31;2020-01-21;2020-01-07;2021-01-07;2.25;A;79541.4;326355;TERM;60000.0;352 days;10 days;0;11;0;0;60000.0;1.8596875
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;P;44840.80803345;150350;TERM;33824.505;366 days;23 days;1;12;0;0;33824.505;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;P;49713.375;150351;TERM;37500.0;366 days;23 days;1;12;0;0;37500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;P;265946.6709;150352;TERM;200610.0;366 days;23 days;1;12;0;0;200610.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;P;12573.228410099999;150353;TERM;9484.289999999999;366 days;23 days;1;12;0;0;9484.289999999999;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;P;24327.0610881;150354;TERM;18350.489999999998;366 days;23 days;1;12;0;0;18350.489999999998;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;P;24315.209419500003;150355;TERM;18341.550000000003;366 days;23 days;1;12;0;0;18341.550000000003;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;E;198853.5;150356;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;F;121913.34240420001;150357;TERM;91962.18000000001;366 days;23 days;1;12;0;0;91962.18000000001;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;F;59656.05;150358;TERM;45000.0;366 days;23 days;1;12;0;0;45000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;F;99426.75;150359;TERM;75000.0;366 days;23 days;1;12;0;0;75000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;F;193882.1625;150360;TERM;146250.0;366 days;23 days;1;12;0;0;146250.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;T;49713.375;150361;TERM;37500.0;366 days;23 days;1;12;0;0;37500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;T;251954.5034553;150362;TERM;190055.37;366 days;23 days;1;12;0;0;190055.37;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;T;159082.8;150363;TERM;120000.0;366 days;23 days;1;12;0;0;120000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;T;50707.6425;150365;TERM;38250.0;366 days;23 days;1;12;0;0;38250.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;T;184107.8766438;150366;TERM;138877.02;366 days;23 days;1;12;0;0;138877.02;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;T;66489.39201795;150367;TERM;50154.55500000001;366 days;23 days;1;12;0;0;50154.55500000001;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;T;414255.34964579996;150368;TERM;312482.82;366 days;23 days;1;12;0;0;312482.82;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;M;299473.37100000004;150369;TERM;225900.0;366 days;23 days;1;12;0;0;225900.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;M;369867.51;150370;TERM;279000.0;366 days;23 days;1;12;0;0;279000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;M;795414.0;150371;TERM;600000.0;366 days;23 days;1;12;0;0;600000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;M;19885.35;150372;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;134844.546885;150374;TERM;101716.5;366 days;23 days;1;12;0;0;101716.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;134788.867905;150375;TERM;101674.5;366 days;23 days;1;12;0;0;101674.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;1408877.0474999999;150376;TERM;1062750.0;366 days;23 days;1;12;0;0;1062750.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;29828.025;150377;TERM;22500.0;366 days;23 days;1;12;0;0;22500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150378;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;68604.4575;150379;TERM;51750.0;366 days;23 days;1;12;0;0;51750.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;146753.883;150380;TERM;110700.0;366 days;23 days;1;12;0;0;110700.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.3;D;142935.8958;150381;TERM;107820.0;366 days;23 days;1;12;0;0;107820.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;139974.96718500002;150382;TERM;105586.5;366 days;23 days;1;12;0;0;105586.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;108574.011;150383;TERM;81900.0;366 days;23 days;1;12;0;0;81900.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;138004.329;150384;TERM;104100.0;366 days;23 days;1;12;0;0;104100.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;192179.97654;150385;TERM;144966.0;366 days;23 days;1;12;0;0;144966.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;99426.75;150386;TERM;75000.0;366 days;23 days;1;12;0;0;75000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;230813.23452;150387;TERM;174108.0;366 days;23 days;1;12;0;0;174108.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;12249.3756;150388;TERM;9240.0;366 days;23 days;1;12;0;0;9240.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150389;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;11931.210000000001;150390;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;11931.210000000001;150391;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;28670.69763;150392;TERM;21627.0;366 days;23 days;1;12;0;0;21627.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;67610.19;150393;TERM;51000.0;366 days;23 days;1;12;0;0;51000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.4;D;65066.853735;150394;TERM;49081.5;366 days;23 days;1;12;0;0;49081.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;192245.598195;150395;TERM;145015.5;366 days;23 days;1;12;0;0;145015.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;23309.60727;150396;TERM;17583.0;366 days;23 days;1;12;0;0;17583.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;49713.375;150397;TERM;37500.0;366 days;23 days;1;12;0;0;37500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;19885.35;150398;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;99426.75;150399;TERM;75000.0;366 days;23 days;1;12;0;0;75000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;826053.3472800001;150400;TERM;623112.0;366 days;23 days;1;12;0;0;623112.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;21376.75125;150401;TERM;16125.0;366 days;23 days;1;12;0;0;16125.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;65550.06774;150402;TERM;49446.0;366 days;23 days;1;12;0;0;49446.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.35;D;105324.74481;150403;TERM;79449.0;366 days;23 days;1;12;0;0;79449.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;207821.79285000003;150405;TERM;156765.0;366 days;23 days;1;12;0;0;156765.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;19885.35;150406;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;4197797.385;150407;TERM;3166500.0;366 days;23 days;1;12;0;0;3166500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;21482.143605;150408;TERM;16204.5;366 days;23 days;1;12;0;0;16204.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;139197.45;150409;TERM;105000.0;366 days;23 days;1;12;0;0;105000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150410;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150411;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;13919.744999999999;150412;TERM;10500.0;366 days;23 days;1;12;0;0;10500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;209921.68581000002;150413;TERM;158349.0;366 days;23 days;1;12;0;0;158349.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;61644.585;150414;TERM;46500.0;366 days;23 days;1;12;0;0;46500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;19004.428995;150415;TERM;14335.5;366 days;23 days;1;12;0;0;14335.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;198853.5;150416;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150417;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150418;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;33009.681000000004;150419;TERM;24900.0;366 days;23 days;1;12;0;0;24900.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;230670.06;150422;TERM;174000.0;366 days;23 days;1;12;0;0;174000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150423;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;19885.35;150424;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150425;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;198853.5;150426;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150427;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;14323.417604999999;150428;TERM;10804.5;366 days;23 days;1;12;0;0;10804.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;56750.800365;150429;TERM;42808.5;366 days;23 days;1;12;0;0;42808.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;23862.420000000002;150431;TERM;18000.0;366 days;23 days;1;12;0;0;18000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;55678.979999999996;150432;TERM;42000.0;366 days;23 days;1;12;0;0;42000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;14349.26856;150433;TERM;10824.0;366 days;23 days;1;12;0;0;10824.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;134981.7558;150434;TERM;101820.0;366 days;23 days;1;12;0;0;101820.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;137208.915;150435;TERM;103500.0;366 days;23 days;1;12;0;0;103500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;232334.46379500002;150436;TERM;175255.5;366 days;23 days;1;12;0;0;175255.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;23862.420000000002;150437;TERM;18000.0;366 days;23 days;1;12;0;0;18000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;59656.05;150438;TERM;45000.0;366 days;23 days;1;12;0;0;45000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;73997.36442;150440;TERM;55818.0;366 days;23 days;1;12;0;0;55818.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150441;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;47718.874395;150442;TERM;35995.5;366 days;23 days;1;12;0;0;35995.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;27501.43905;150444;TERM;20745.0;366 days;23 days;1;12;0;0;20745.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;99426.75;150445;TERM;75000.0;366 days;23 days;1;12;0;0;75000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;65621.655;150446;TERM;49500.0;366 days;23 days;1;12;0;0;49500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;266006.32695;150447;TERM;200655.0;366 days;23 days;1;12;0;0;200655.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;12102.22401;150448;TERM;9129.0;366 days;23 days;1;12;0;0;9129.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;66892.328865;150449;TERM;50458.5;366 days;23 days;1;12;0;0;50458.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150450;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;159082.8;150451;TERM;120000.0;366 days;23 days;1;12;0;0;120000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;15510.573;150452;TERM;11700.0;366 days;23 days;1;12;0;0;11700.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;153703.812825;150453;TERM;115942.5;366 days;23 days;1;12;0;0;115942.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;57438.83347500001;150454;TERM;43327.5;366 days;23 days;1;12;0;0;43327.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;39353.10765;150455;TERM;29685.0;366 days;23 days;1;12;0;0;29685.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150456;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;10513.384545;150457;TERM;7930.5;366 days;23 days;1;12;0;0;7930.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;119312.1;150458;TERM;90000.0;366 days;23 days;1;12;0;0;90000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;142498.4181;150459;TERM;107490.0;366 days;23 days;1;12;0;0;107490.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;109369.42499999999;150460;TERM;82500.0;366 days;23 days;1;12;0;0;82500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;19885.35;150461;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150462;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150463;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150464;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;13919.744999999999;150465;TERM;10500.0;366 days;23 days;1;12;0;0;10500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150466;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150467;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;19638.771660000002;150468;TERM;14814.0;366 days;23 days;1;12;0;0;14814.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;49713.375;150469;TERM;37500.0;366 days;23 days;1;12;0;0;37500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;126470.826;150470;TERM;95400.0;366 days;23 days;1;12;0;0;95400.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;14122.57557;150471;TERM;10653.0;366 days;23 days;1;12;0;0;10653.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;13185.975585;150472;TERM;9946.5;366 days;23 days;1;12;0;0;9946.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;10221.0699;150473;TERM;7710.0;366 days;23 days;1;12;0;0;7710.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;12187.731015000001;150474;TERM;9193.5;366 days;23 days;1;12;0;0;9193.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;14914.0125;150475;TERM;11250.0;366 days;23 days;1;12;0;0;11250.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;38776.4325;150476;TERM;29250.0;366 days;23 days;1;12;0;0;29250.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;33407.388;150477;TERM;25200.0;366 days;23 days;1;12;0;0;25200.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;81529.935;150478;TERM;61500.0;366 days;23 days;1;12;0;0;61500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;46660.973775;150479;TERM;35197.5;366 days;23 days;1;12;0;0;35197.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150480;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150481;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;19885.35;150482;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;19885.35;150483;TERM;15000.0;366 days;23 days;1;12;0;0;15000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;27640.6365;150484;TERM;20850.0;366 days;23 days;1;12;0;0;20850.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11931.210000000001;150485;TERM;9000.0;366 days;23 days;1;12;0;0;9000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;25198.71552;150486;TERM;19008.0;366 days;23 days;1;12;0;0;19008.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150487;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;59656.05;150488;TERM;45000.0;366 days;23 days;1;12;0;0;45000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;63937.365855;150489;TERM;48229.5;366 days;23 days;1;12;0;0;48229.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150490;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;49713.375;150491;TERM;37500.0;366 days;23 days;1;12;0;0;37500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;139197.45;150492;TERM;105000.0;366 days;23 days;1;12;0;0;105000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;23862.420000000002;150493;TERM;18000.0;366 days;23 days;1;12;0;0;18000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150494;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;188910.825;150495;TERM;142500.0;366 days;23 days;1;12;0;0;142500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;16703.694;150496;TERM;12600.0;366 days;23 days;1;12;0;0;12600.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;99426.75;150497;TERM;75000.0;366 days;23 days;1;12;0;0;75000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;118317.83250000002;150498;TERM;89250.0;366 days;23 days;1;12;0;0;89250.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;14516.3055;150499;TERM;10950.0;366 days;23 days;1;12;0;0;10950.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150500;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;61644.585;150501;TERM;46500.0;366 days;23 days;1;12;0;0;46500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150502;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150503;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;59656.05;150504;TERM;45000.0;366 days;23 days;1;12;0;0;45000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150505;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;59664.004140000005;150506;TERM;45006.0;366 days;23 days;1;12;0;0;45006.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;57667.515;150507;TERM;43500.0;366 days;23 days;1;12;0;0;43500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150508;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;106058.51422499999;150509;TERM;80002.5;366 days;23 days;1;12;0;0;80002.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;66242.07792000001;150510;TERM;49968.0;366 days;23 days;1;12;0;0;49968.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;79541.4;150511;TERM;60000.0;366 days;23 days;1;12;0;0;60000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;54475.916325;150512;TERM;41092.5;366 days;23 days;1;12;0;0;41092.5;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;198853.5;150513;TERM;150000.0;366 days;23 days;1;12;0;0;150000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150514;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;72581.5275;150515;TERM;54750.0;366 days;23 days;1;12;0;0;54750.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;21078.471;150516;TERM;15900.0;366 days;23 days;1;12;0;0;15900.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;39770.7;150517;TERM;30000.0;366 days;23 days;1;12;0;0;30000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;14313.47493;150518;TERM;10797.0;366 days;23 days;1;12;0;0;10797.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;9942.675;150519;TERM;7500.0;366 days;23 days;1;12;0;0;7500.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.5;D;39770.7;150520;TERM;30000.0;366 days;23 days;1;12;0;0;30000.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;224465.8308;150521;TERM;169320.0;366 days;23 days;1;12;0;0;169320.0;1.972
2020-01-31;2020-01-08;2020-01-08;2021-01-08;2.25;D;11955.07242;150522;TERM;9018.0;366 days;23 days;1;12;0;0;9018.0;1.972
